,content,sentiment
969,"udh pake voucher diskon, tp ada promo cashback pembayaran gopay jdilah bayar pake gopay. nah transaksi selesai gaada koin masuk, dikomplain katanya transaksi ga sesuai. ini tokped kalo ga mau ngasih 2 promo sekaligus mending gausah sklian deh.",-1
970,"saya kurangi, riwayat pencarian tidak bisa di hapus. privasi gak aman👎👎👎",-1
971,"Males banget skrng tokped segala bayar, mana voucher diskon gk bisa digabung sma voucher gratis ongkir.. dahlah uninstall aja 👎",-1
972,"Kritik : Tarif Pengiriman dengan promo gratis ongkir lebih mahal daripada menggunkan pengiriman reguler (Scam). Estimasi waktu juga perlu dievaluasi kembali, kalau gak bisa sampai dalam 4 hari, jangan tulis pengiriman 2-4 hari.",-1
973,thanks sudah dapat gopay later,1
974,bagus,1
975,Apk busuk saya udah langganan dari 2016 tapi akun keblokir tanpa sebab 👎,-1
976,"Mesen gojek ada biaya aplikasi n layanan , sekarang mau beli sesuatu di Tokopedia ada juga biaya layanan dan jasa aplikasi, makin kesini kok jd mahal nih GO TO, mending di Shopee deh .",-1
977,Sekarang tambah biaya aplikasi.,-1
978,"Apk payah ongkir mahal pengiriman lama nya minta ampun,pantes kalah saing Ama apk oren, pelayanannya begini👎 payahhhh.",-1
979,Jasa kirim yang lain suka seenaknya dan gak mau anter kerumah Kalau jasa kirim JNT ontime dan ramah,1
980,Promo pengguna pertama tidak bisa digunakan. Alasan ada kecurangan lah padahal baru pertama bikin akun di tokped...,-1
981,"Mohon diperbaiki untuk update data nomor telepon, saya sudah update nomor telepon tpi masih jika dapet diskon isi pulsa malah kedetek nomor telepon yg lama padahal di profile sudah ke update nomor telepon yg baru...",-1
982,auto langganan untuk seller yang amanah,1
983,terbaik,1
984,tokopedia terpercaya,1
985,Gratis ongkir nya dikurangi jadinya mahalan ongkir daripada barang nya.,-1
986,"Gak suka aaaa,kouta baru beli pas buka tokped malah loading mulu ngga jelas bilangnya sinyal lah ini lah padahal sinyal di hp bagus",-1
987,"Saya jual barang dgn nominal 3,2jt dan toko Aya sudah upgrade ke power merchant saya kira ga akan ada potongan apapun eh ini malah kena potonga mending kalo potongannya kecil mah ini sampe 58rb,ngotak dong",-1
988,"Tokopedia mengalami penurunan performa dari mulai gratis ongkir yang tidak bisa digabung dengan cashback, biaya aplikasi menjadi 2rb, hingga loading aplikasi yang lama..",-1
989,"Tukang begal cashback, cashback gimmick-gimmick!!! Bankrutpedia!!!!",-1
990,Mantap,1
991,Oke.. Mantab. Belanja disini murah meriah.,1
992,bgus,1
993,Tetap Tokped yang paling terbaik dari marketplace online yang lain 👍👍👍,1
994,Gokil 😀 Hargana sama dengan toko sebelah Tapi ongkirnya hampir 10 kali lipat dari pada toko sebelah.,-1
995,"Tlong donk tokopedia belanja 50 atau pas promo free ongkir 20rb, balikin seperti dulu ongkirnya 1.000, masa skramg minimal 50rb ongkirnya 22 rb gx kyak dlu ongkirnya 1.000",-1
996,Sangat mudah di mengerti,1
997,Makin kesini gratis ongkir makin terbatas. Padahal sudah member gold. Aduuuuu,-1
998,"Parah banget skrg kalo checkout ada biaya layanan 1k + 2k biaya aplikasi🤣 Sdh seller kena pajak, buyerpun kena pajak🤣 Pantes skrg toko gue di siijo jd sepi banget🤣",-1
999,Mntap,1
