content,Pelabelan,label
Terus bekembang menjadi yg lebih baik,positif (1),0
"Tolong Bukalapak Agar dihistory pengiriman untuk Kurir menyertakan Foto saat barang sampai alamat seperti Shopee, paket saya sudah hilang 2X diterima orang yang ga saya kenal... !!!",negatif (-1),1
Belanja di Bukalapak gampang dan terjamin keamanannya,positif (1),0
Mudah penggunaan nya,positif (1),0
Kenapa limit gak naik ya bayar tepat waktu mulu,netral (0),2
Loading sangat lama,negatif (-1),1
"Vocher...discount.... bohong smua... sama aja, malah mahal di sini,",negatif (-1),1
top,positif (1),0
Oke,netral (0),2
menembus batas! Wk,negatif (-1),1
"Sekarang Bukalapak jarang dapet gratis ongkir,ya minimal potongan ongkir gitu biar tambah betah belanjanya ðŸ™",netral (0),2
Sesuai produk. Aplikasi yang baik.,positif (1),0
Pulsanya paling murah,positif (1),0
saee,positif (1),0
"ini gimana si anjir, akun dana ku dibekukan trus saldo didana juga berkurang, dibekukan gara gara penipuan. woyyy aku ngisi dana cuman buat jualan tolongg",negatif (-1),1
Trimakasih. Aplikasi sangat membantu,positif (1),0
Suka,positif (1),0
top,positif (1),0
"Sekarang udah g nyaman semnjak gnti akun,g bs ngajuin limit,kecewa",negatif (-1),1
"Bukalapak Sekarang layanan mu makin buruk pelapaknya juga ikutan memburuk sampai2 barang yang di beli tidak sama dengan yang di kirimðŸ˜¡ðŸ˜¡ðŸ˜¡ PROMO ini itu, tidak berguna,,, Cs slow respon ruang diskusi hanya buat adu argumen yang tidak menyelesaikan mslh Dan membuat naik darahðŸ˜ ðŸ˜ ðŸ˜ ",negatif (-1),1
Saya pengguna baru buka lapak sangat memuaskan tiap belanja barang selalu sesuai pesanan,positif (1),0
Mantap,positif (1),0
"Terima kasih Bukalapak,moga selalu sukses",positif (1),0
Jualan dibukalapak admin ny kecil,negatif (-1),1
sangat membantu tks.... bukalapak,positif (1),0
Aplikasinya ribet bgt sumpah. Mau setting maps aja susah. Malah ke refresh2 terus ngulangin dari awal lagi. Kebanyakan fitur gak penting. Mau ganti nomor aja susah. Pilihan e wallet nya juga seikit. maaf bintang 1 ðŸ™,negatif (-1),1
Top,positif (1),0
Tagihan listrik bisa tambahin harga jual masa tagihan PDAM gak bisa?Harus di sama kan lah!! Gak bisalah harus jual harga modal,negatif (-1),1
Joss gandhozz!!,positif (1),0
sanggat puas denggan buka lapak paylater,positif (1),0
Bagus,positif (1),0
mending bubar atau jual aja k pihak yg bisa kelola.. daripada makin kesini layanan nya makin ga jelas.,negatif (-1),1
Sangat membantu,positif (1),0
Mantab memeng bukalapk untuk pelapak proses cepat dan aman,positif (1),0
Terimakasih sangat bermanfaat.sukses selalu...,positif (1),0
Mantap,positif (1),0
"Akun terblokir, nomor hp tidak aktif, susah untuk daftar akun,",negatif (-1),1
Harus bolak balik ke kantor buka lapak kalo ada masalah walaupun kita ikut program super seller tetap aja diperlakukan seenaknya Semakin buruk pelayanan nya Padahal sama pelanggan setia Aplikasi ini sungguh sangat mengecewakan,negatif (-1),1
Dana nempel mau login susah keluar terus. Mau diptuskan dengan dana... bisa f8bajak admin karena terang terangan saldo terpangoang dana di app bukalapqk,negatif (-1),1
Respon Costumer service terhadap komplain terlalu lama dan tidak banyak membantu,negatif (-1),1
Good,positif (1),0
Baik,positif (1),0
Bagus.,positif (1),0
TE OP PE dech,positif (1),0
Ok,positif (1),0
Otp tidak di kirim karyawan bukalapak pada tidur,negatif (-1),1
Ok,positif (1),0
Baik,positif (1),0
Ok mantap di tingkat kan kwalitasnya barangnya,positif (1),0
"Dari 3 bulan yg lalu saya mengajukan menjadi pelapak, sampai hari ini masih ferifikasi, itu bagaimana ya, berapa lapa waktu tunggu untuk menjadi pelapak di bukalapak",negatif (-1),1
Setelah update sebelum dan yang sekarang masih belum bisa search barang di wishlist. Tolong perbaiki,negatif (-1),1
Selepas dari kesalahan sendiri dan karena kebutuhan mendesak.harusnya bisa dibantu dana bisa kembali...bagaimanapun kita konsumen transaksi jg di BL.dah g' lagi lagi saya ulangi kesalahan yang sama.tapi mohon maaf bintang saya kasih 1 dulu.,negatif (-1),1
"SALDO INI GAK BISA DIGUNAKAN APA-APA ,, PEMBATALAN MASUK KE SALDO TAPI SALDO NYA NGGAK BISA DIPAKAI BUAT BELANJA APAPUN INI GIMANA HARUS PINDAHIN KE ATM",negatif (-1),1
"SUDAH 3X SAYA KEHILANGAN UANG SAALDO PEMBATALAN ,, SANGAT SANGAT RIBET DAN SALDO PEMBATALAN TIDAK BISA DIGUNAKAN LAGI HARUS PINDAH KE KREDIT KREDIT NYA HARUS HUBUNGKAN KE DANA ,, MUTER MUTET ENAK PAKAI SHOPE",negatif (-1),1
sangat mudah dan pelayanana yg sigap,positif (1),0
Puas banget gampang dan langsung masuk pulsanya,positif (1),0
Makin lemot...,negatif (-1),1
Sukses jaya slalu tuk BUKALAPAK,positif (1),0
Bagus,positif (1),0
Mantap,positif (1),0
Bagus tingkatkan layanan,positif (1),0
Menarik,positif (1),0
Transaksi pakai paylater selalu gagal padahal masih ada limit nya....gara gara telat bayar padahal sudah dibayar lunassss,negatif (-1),1
Bagus,positif (1),0
tidak bisa pake palyleter nya paayah,negatif (-1),1
Gak ada ongkir gratis nya lagi,netral (0),2
"Pembayaran mudah,pengiriman cepat,qualitas sesuai harga,saya nyaman mengunakan aplikasi Bukalapak, semoga makin terus jaya dan menjadi andalan setiap penggunanya.ðŸ‘ðŸ‘ðŸ‘ðŸ‘ðŸ‘",positif (1),0
"Gimana ya.. ðŸ™„ Jarang dapat subsidi ongkir, ga kayak dulu, Bukalapak dulu banyak gratis ongkos kirim.. Sekarang memble.. ðŸ¤ªðŸ™",negatif (-1),1
Aplikasi penuh manfaat. Sangat membantu,positif (1),0
"Ini kenapa tidak bisa konfirmasi barang sudah di terima, Perbaiki ini systemnya. Barang sudah di terima kok gak bisa konfirm, kan aneh.",negatif (-1),1
Cukup baik...ðŸ˜‰âœŒï¸ðŸ˜€,positif (1),0
Mantap sangat memudahkan,positif (1),0
"Setelah dicoba, penggunaan paylaternya gak sesuai limit yg tersedia... Padahal limitnya 500,Uda terpakai 370,masih ada sisa 130,tapi giliran dipake belanja gak bisa,slalu dibatalkan otomatis(keterangan pembatalannya dibatalkan,seakan saya yg batalkan)padahal emang dari sistemnya yg gak sesuai ngasih limitnya...",negatif (-1),1
"Transaksi gagal... Saldo tidak bisa dicairkan, tidak bisa verifikasi keamanan via email, memaksakan verifikasi via nomor HP yang sudah tidak aktif / hilang",negatif (-1),1
Lapak online ter asik lah pokok nya,positif (1),0
BL kurang lengkap barangnya dan mahal ongkir nya...,negatif (-1),1
ok,netral (0),2
"Hati hati kawan belanja di bukalapak karna kalau retur pengembalian barang atau diskusi admin cenderung memihak penjual bahkan menu pengiriman video yg di minta kita tidak bisa kirim karna tidak ada menu nya, saya salah satu pembeli korban dr pihak admin bukalapak, mohon di pertimbangkan kembali belanja disini.",negatif (-1),1
"payah, perihal event bukalapak x BukaTabungan, padahal saya sudah menggundang beberapa pengguna, tapi reward belum masuk, tertulis reward diberikan di bulan berikutnya, tapi sampai saat ini reward itu belum masuk",negatif (-1),1
"Sekarang aplikais bukalapak tambah parah.. Dulu2 pas pertama kali saya pakai , tidak ad verifikasi ktp.. dan penjualan oke2 Sekarang harus ada verifikasi ktp Dan upraged ke super seller bru bisa upload foto. Kalau gak , bisanya upload 200 foto aja !! Sampai sekarang belum ada penjualan sama sekali.. kalau di tokopedia. Lebh gampang jualanannya daripada disini Disini ribet kali..",negatif (-1),1
T..O...P T..O..P Margotop lah,positif (1),0
"Paylater baru juga jatuh tempo tanggal nya udah di bekukan aja kecuali udah lewat tanggal jatuh tempo nya baru di bekukan, trus ga bisa di pake paylater nya jg malah buat pajangan doang, coba jgn sama kredivo kerja sama paylater nya sensitif amat itu kredivo",negatif (-1),1
Server lemoottt,negatif (-1),1
"Bukalapak marketplace nya seller-seller penipuan. jika ada masalah terkait penipuan pihak bukalapak seakan"" tidak mau bertanggung-jawab, hanya memberikan alasan tidak membantu & ujung""nya lepas tangan. Kapok belanja di Bukalapak.",negatif (-1),1
"Lancar, dan mudah menggunakan nya",positif (1),0
Sudah lebih baik... Cm kurang promo free ongkirnya,netral (0),2
"Bagus ðŸ’¯ Mantab, Suka Belanja di Bukalapak dari dulu sampai sekarang, Mohon kurangi Iklannya.",positif (1),0
Lemot aplikasinya,negatif (-1),1
Barang suka pada penyok kqyq nya di lempar oleh jasa pengirim,negatif (-1),1
membantu banget trimaksih,positif (1),0
Sangat baik,positif (1),0
good tolong di tingkatkn lg dlm pengiriman nya Tolong ditingkatkn lg y,positif (1),0
Lodingnya lama bgt ampe berhari2,negatif (-1),1
Bukalapak cuci tangan apabila ada masalah dengan pelapak yang curang. Hati hati belanja di sini agar tidak menjadi korban seperti saya,negatif (-1),1
Belum pernah mengecewakan...top,positif (1),0
1. Tombol lacak barang tidak ada 2. Tombol sdh terima barang tidak ada. Makanya saya jarang sekali transaksi di BUKA LAPAK. dan ongkir di BUKA LAPAK MAHAL BANGET klo di TOKOPEDIA bisa 2000 doank itu sdh antar pulau loh. Karena terpaksa saja transaksi disini ðŸ¤£. Ga ada bintang minus nya. Seperti -1 -2 -3 klo kasih bintang 1 keliatan nya masih terlalu bagus. Ayo BUKA LAPAK ditingkatkan lagi KEBODOHAN nya ðŸ˜€. Biar cepat bangkrut nya.,negatif (-1),1
"Aplikasi sangat merugikan penjual, saldo ditahan tidak bisa ditarik",negatif (-1),1
Is the best,positif (1),0
"Makin ancur bukan makin bagus, ga laku dagang disini",negatif (-1),1
godd aplicationðŸ‘,positif (1),0
Ok,netral (0),2
Ship,netral (0),2
"Pajak penjualan terlalu besar,, harga naik semua.",negatif (-1),1
Jualan makin sepi karena Potongan seller makin gede. Terpaksa tutup..,negatif (-1),1
Mkasih uda membantu,positif (1),0
"Harga pulsanya murah, penggunaan aplikasinya mudah, bisa bayar pake pembayaran dari aplikasi lain. Tolong dipercepat loading aplikasinya dgn membuang elementÂ² yg gak penting, sehingga membuat aplikasi bukalapak jadi makin gesitðŸ™ðŸ»",netral (0),2
Bintang dua dulu deh.. Ongkir gratis nya jarang. Aplikasi PELIT,negatif (-1),1
"Saking lemotnya bikin pembeli batal transaksi, mau beli juga malas jadinya. Aplikasi ini buat pelarian saja jika di marketplasce sebelah kosong.",negatif (-1),1
Membantu sekali disaat urgent..pkknya mantap buat BUKALAPAK.,positif (1),0
Ok,netral (0),2
Semakin kesini semakin parah.. sering error . 1 tidak bisa login sampe saya bikin lagi akun baru ... .2 tidak bisa terhubung dengan dana alias error dan ada tulisan coba lagi ... 3 jarang dapet potongan harga walaupun sudah belanja,negatif (-1),1
kenapa barang favorit di search selalu nggak bisa.. masa harus scroll nyari barangnya,negatif (-1),1
"Semoga kalian hati2 dengan aplikasi ini, awalnya gak ada masalah tiba2 saya top up qris 2x saldo gak masuk hampir 1juta, chat cs hanya disuruh nunggu dan sabar.. mau di apain juga uang kita gak akan kembali walau kita jungkir balik percuma.. mau datang ke kantor gak mungkin dari Aceh ke Jakarta.. parah kali",negatif (-1),1
Ok lah,netral (0),2
"room live chat tidak profesional, sering muat ulang, padahal untuk mengakses fitur tersebut harus menunggu antrian. ribettt dan kurang membantu masalah customer ðŸ‘ŽðŸ‘ŽðŸ¤¦ðŸ¤¦",negatif (-1),1
Makin ke sini makin GK jelas apk Bukalapak susah buat masuk padahal jaringan bagus buat masuk aja sampe 1jam lebihh gjlas aplikasi nya,negatif (-1),1
Sangat cepat sampai,positif (1),0
aplikasi gk jelas tf dari ovo melalui qris status dari ovo berhasil tapi saldo gk ada 1000 perak pun masuk ke akun mitra,negatif (-1),1
"Ok.,tapi knapa barangnya skarang makin tidk lengkap",negatif (-1),1
"Di update malah ngaco ini aplikasi, menu barang favorit gbs di search Mana skrg klo cari barang di BL banyak yg ga ad, tau pd kmn dah itu penjual. Item malah banyak di toko sebelah skrg, ga sulit cari barang. Padahal favorit belanja dsni, terpaksa cari di toko sebelah. Maaf ya boss..",negatif (-1),1
good,positif (1),0
Bagus seperti yang lain..,positif (1),0
Tooop,positif (1),0
"Silakan dicoba Membuka usaha di bukalapak sangat menjajinkan, kemudah dalam pendaftaran buka lapak ,tidak dipersulit. Terima kasih bukalapak",positif (1),0
Good keren,positif (1),0
Aplikasi pait..masuk gak bisa seperti di bajak..tapi admin membiarkan org lain pake link sy..yg laku toko org..bikin org kaya raya aja.,negatif (-1),1
Pesanan barang tepat waktu....gk butuh waktu lama......mannnnntap....,positif (1),0
Sangat membantu,positif (1),0
Ok,netral (0),2
Mangstab......,positif (1),0
Ok,netral (0),2
Aplikasi aneh paylater ada limit nya tapi waktu pembayaran selalu di batalkan otomatis padahal tidak ada tagihan serepes pun sangat kecewa sama aplikasi ini sekarang,negatif (-1),1
"Sebelumnya saya berTerimakasih kepada semua team terkait dengan bukalapak yg sdh membantu saya dalam segala hal,dari transaksi online hingga paylater,di sini saya ingin meyampaikan saya sdh menyelesaikan kewajiban hutang yg tertunda dari tahun 2021 atas kpd pihak buka lapak,mohon maaf jika keterlambatan pembayaran pay later sempat terhenti karena ekonomi yg sedang memburuk,blakclise OJK tdk masalah,terpenting tdk blakclise allah swt karena tdk bayar hutang.ðŸ™ðŸ™ðŸ™ðŸ™ðŸ™",positif (1),0
Sangat membantu,positif (1),0
Bagus,positif (1),0
Sukses terusðŸ‘ðŸ»,positif (1),0
Bukalapak ko bayar PBB ga bisa bisa jawaban nya selalu suruh koreksi data ðŸ¤¨ tp bayar lewat tokopedia dgn data yg sama lancar lancar aja ðŸ˜„ eror kali ya.,negatif (-1),1
Solusi tepat buat kebutuhan,positif (1),0
"Aplikasinya kok tambah parah. Biaya cod naik, tambah mahal. Dan gak ada keterangan. Pilihan kurir di etalase ada tapi mau diklik bayar gak ada. Yg bener dong keterangan kurirnya Adalagi voucher kadaluwarsa, padahal tanggal berakhirnya masih panjang. MAKSUDNYA APAA. Dan estimasi ongkirnya beda dgn realnya,",negatif (-1),1
Pas buka aplikasi suka langsung di bawa ke halaman promo2 ga jelas,negatif (-1),1
"Akun dibekukan tidak jelas alasan apa, produk digital kami jual sebelumnya sudah memiliki izin.",negatif (-1),1
"Saya sering ganti hp,ko sekarang ga bisa log in ya.udah 3hari log in ga bisa trus..........",negatif (-1),1
MantulðŸ‘ðŸ‘ðŸ‘ðŸ‘ðŸ‘ðŸ‘,positif (1),0
Luar biasa,positif (1),0
Okeh,positif (1),0
nyoba terus gk pernah dpt serbu seru...,netral (0),2
ok,netral (0),2
Gak sebagus dulu,negatif (-1),1
Bagus kualitas mantap keren,positif (1),0
Sangat membantu,positif (1),0
Mantul pengiriman nya,positif (1),0
Gurih,positif (1),0
Sangat membantu saya suka keeeren,positif (1),0
Alhamdulillah aplikasi Bukalapak sangat membantu.sukses selalu dan jangan lupa di download nya gays . terimakasih ðŸ˜‡ðŸ™,positif (1),0
"Dengan ada,a applikasi buka,lapak sangat membantu saya bnget ...bila mna saya dlm keadaan darurat mau beli pulsa token listrik atw ynk lain ,a ...bisa pke Bukalapak deh ..di jamin pass bnget buat Klian...ynk kerjaan,a numpuk bnget gak bisa keluar beli brang impian ....tinggal cek di ples torrr..",positif (1),0
Saya sudah lama sekali menjadi pengguna bukalapak.... Tpi ketika ada masalah saya bingung mau mengadu ke mana.... Ada transaksi saya yang bermasalah.... pelapak tidak memproses pesanan Dan tidak dapat di batalkan.... Jadinya uang saya berhenti di aplikasi,negatif (-1),1
Mantaf,positif (1),0
ok,netral (0),2
Pokoknya aman deh kalo ngikutin prosedur dari BukaLapak ðŸ‘,positif (1),0
MantapppðŸ‘ðŸ‘ðŸ‘,positif (1),0
Oke langsung saja kita,netral (0),2
Apk cacat gblk masa saya ganti email ga bisa tata letak alat juga salah ðŸ¤¬,negatif (-1),1
Ok banget,positif (1),0
"Sangat membantu,terimakasihðŸ™",positif (1),0
Goodjob,positif (1),0
"Dulu bagus apk ini, sekarang jauh dari kompetitor. Biasa saya bayar via BSI, sekarang menu bayar via BSI hilang. Mohon ada penjelasan yg jelas.",negatif (-1),1
Barang muraha dan ga murahan .sangat membatu,positif (1),0
Bagus,positif (1),0
menu transaksi loading sangat lama. bisa di perbaiki min,negatif (-1),1
"salah satu e commerce yang udah biasa pakai dan worth it, untuk halaman transaksi dan pengecekan barang sampainya tolong di cek lagi dong pengembang, itu berat banget buka halamannya padahal internet stabil, semoga cepat diperbaiki. terimakasih",positif (1),0
makin parah...sekarang buklapak paylater tau tau dibekukan,negatif (-1),1
Mayan,positif (1),0
G jelas bgt g bisa trima kode verif lwt sms pdhl hubungkan ewallet dana verif cuma lewat sms.,negatif (-1),1
Sangat baik,positif (1),0
Jossss,positif (1),0
Good,positif (1),0
enak pakai apk in,positif (1),0
Yes aman,positif (1),0
Mantaf,positif (1),0
bguss skli,positif (1),0
Gimana mau bayar paylater pas ganti hp iphone malah gak ada fitur paylaternya. Mau hubunginnya juga kemana gak ada fitur live chat dan kontak pegaduannya!,Negatif (-1),1
goods app,Positif (1),0
Disarankan untuk belanja di Toko ini,Positif (1),0
"Tingkat kan lagi kualitas,dulu penjualan saya di BL rame,sekarang sepi.",Netral (0),2
Barang sdh di terima hanya belum di test utk kondisinya.. kalau sdh sesuai akan dikirim ulasan utk barangnya,Netral (0),2
Thankyou and good job,Positif (1),0
Aplikasi tanpa banyak uang potongan hahahaha,Positif (1),0
Barang bagus istimew,Positif (1),0
Cepat,Positif (1),0
gimana cara saya mengadukan kasus penipuan,Netral (0),2
Sejauh ini sih bertransaksi di BL oke banget,Positif (1),0
Aplikasi yg sangat berguna,Positif (1),0
Bad,Negatif (-1),1
"Niatnya mau comeback pake buka lapak lagi, eh malah apa2 ribet, lupa password ribet la, connect dompet digital ribet, error mulu itu aplikasi????",Negatif (-1),1
Ketika terjadi permasalahan dalam transaksi cs maupun admin bukalapak sangat tidak membantu dan sulit sekali menghubungi bukalapak...,Negatif (-1),1
"Kolom barang favorit kolo cari tidak bisa.

Mohon di tindak lanjuti... 
Di Maintain berkala
Jadilah selaras seimbang sebagi E-Commerce with great power come great responsiblity!",Netral (0),2
